SOS_ID,ITEM_ID,NUMBER,SENTENCE,CONDITION,TARGET_WORD
SR3b_74,154,616,"Elena ha fatto una pulizia dentale dal dentista. Si sentiva molto meglio subito dopo. Tuttavia, il dottore le ha dato degli antidolorifici da prendere.",PLAUS_CONN,antidolorifici
SR3b_75,155,617,Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che amava i fiori. Aveva comprato delle rose per lei.,PLAUS_NOCONN,rose
SR3b_76,156,622,Luca non amava l'arte. La sua grande passione era lo sport. Ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.,IMPLAUS_NOCONN,gallerie
SR3b_77,157,627,"Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Tuttavia, ha iniziato a correre quasi tutti i giorni.",IMPLAUS_CONN,correre
SR4a_01,1,4,"Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Tuttavia, le ha morso la mano.",PLAUS_CONN,morso
SR4a_02,2,5,Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Si è sentito incredibilmente teso tutto il giorno.,PLAUS_NOCONN,teso
SR4a_03,3,10,Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Si sono rotte nel loro cartone.,IMPLAUS_NOCONN,rotte
SR4a_04,4,15,"La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Tuttavia, Sheila tirò fuori l'ombrello dalla borsa.",IMPLAUS_CONN,ombrello
SR4a_05,5,20,"Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Tuttavia, il gatto era affamato alla fine della settimana.",PLAUS_CONN,affamato
SR4a_06,6,21,La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. La sua vista migliorò il giorno successivo.,PLAUS_NOCONN,migliorò
SR4a_07,7,26,"Il cane correva in una strada trafficata. Fortunatamente, l'auto ha sterzato e lo ha mancato. Il cane si è ferito gravemente.",IMPLAUS_NOCONN,ferito
SR4a_08,8,31,"Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha superato. Tuttavia, è tornata a casa e ha festeggiato tutta la sera.",IMPLAUS_CONN,festeggiato
SR4a_09,9,36,"La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo molto male e stonando. Tuttavia, il pubblico ha applaudito molto energicamente.",PLAUS_CONN,applaudito
SR4a_10,10,37,Caterina ha avuto un esame martedì. Ha ricevuto un voto negativo. Era davvero frustrata per il risultato.,PLAUS_NOCONN,frustrata
SR4a_11,11,42,I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato in loro favore. Sono stati imprigionati immediatamente.,IMPLAUS_NOCONN,imprigionati
SR4a_12,12,47,"Silvia e Franco stavano giocando d'azzardo al casinò. Vinsero tutte le partite di blackjack. Tuttavia, erano entrambi felici quella notte.",IMPLAUS_CONN,felici
SR4a_13,13,52,"Alice è andata in campeggio durante le vacanze. Ha usato un ottimo repellente per le zanzare. Tuttavia, ha iniziato a sentire prurito dappertutto. ",PLAUS_CONN,prurito
SR4a_14,14,53,Uno scout è venuto a vedere Paolo giocare a baseball. Ha lanciato molto bene. È stato firmato dalla squadra.,PLAUS_NOCONN,firmato
SR4a_15,15,58,L'eremita viveva in una grotta. Si lavava in un fiume di montagna ogni giorno. I suoi capelli sembravano sporchi e disordinati.,IMPLAUS_NOCONN,sporchi
SR4a_16,16,63,"Ottavia ha bisogno di una media del 27 per laurearsi. Si è resa conto che la sua media è abbastanza alta. Tuttavia, si diplomerà la prossima settimana con la sua classe.",IMPLAUS_CONN,settimana
SR4a_17,17,68,"Giacomo ha avuto un problema con il cibo. Non riusciva a smettere di mangiare. Tuttavia, è diventato davvero magro dopo un po'.",PLAUS_CONN,magro
SR4a_18,18,69,Il ladro era goffo. Aveva fatto scattare l'allarme. E' stato catturato dalla guardia.,PLAUS_NOCONN,catturato
SR4a_19,19,74,La compagnia telefonica aveva avuto successo quell'anno. Aveva guadagnato molti clienti. I suoi profitti sono diminuiti poco dopo.,IMPLAUS_NOCONN,diminuiti
SR4a_20,20,79,"Gianni prendeva brutti voti e spesso si metteva nei guai a scuola. Sembrava depresso e non aveva amici. Tuttavia, i suoi genitori erano preoccupati per lui.",IMPLAUS_CONN,preoccupati
SR4a_21,21,84,"I due paesi erano in guerra da anni. I leader respinsero la proposta la proposta di cessate il fuoco. Tuttavia, il conflitto finì poco dopo.",PLAUS_CONN,finì
SR4a_22,22,85,Il ristorante aveva ricevuto recensioni terribili. Era sempre vuoto. A maggio aveva chiuso in via definitiva.,PLAUS_NOCONN,chiuso
SR4a_23,23,90,La famosa violinista era nervosa durante la performance. Fece molti errori mentre suonava. Tutti avevano esultato per lei.,IMPLAUS_NOCONN,esultato
SR4a_24,24,95,"La sarta stava appuntando l'abito di Tobia. Era sbrigativa e negligente con gli spilli. Tuttavia, Tobia venne punto un paio di volte.",IMPLAUS_CONN,punto
SR4a_25,25,100,"Giuditta aveva un giardino nel cortile sul retro. Passava molto tempo a prendersene cura. Tuttavia, era pieno di erbacce e spazzatura.",PLAUS_CONN,erbacce
SR4a_26,26,101,La ginnasta era specializzata nella trave di equilibrio. Era inciampata durante la prima presa. Era rimasta delusa da sé stessa.,PLAUS_NOCONN,delusa
SR4a_27,27,106,L'azienda aveva assunto un nuovo dipendente. Era efficiente e responsabile. Le sue valutazioni sono state negative quel trimestre.,IMPLAUS_NOCONN,negative
SR4a_28,28,111,"Il bambino stava visitando il museo con i suoi genitori. Allungò una mano per toccare alcune delle opere d'arte. Tuttavia, dopo venne rimproverato dalla guardia del museo. ",IMPLAUS_CONN,rimproverato
SR4a_29,29,116,"L'idea dell'ingegnere del software era stata implementata nel nuovo prodotto. L'idea non ebbe molto successo. Tuttavia, l'ingegnere ottenne una promozione in azienda. ",PLAUS_CONN,promozione
SR4a_30,30,117,Era il giorno della partita di calcio. Tommaso bevve un sacco di birra quella notte. Si svegliò con i postumi di una sbornia la mattina dopo.,PLAUS_NOCONN,postumi
SR4a_31,31,122,Il governatore era stato assassinato. Per la sera del crimine la moglie aveva un alibi molto solido. La donna venne arrestata immediatamente.,IMPLAUS_NOCONN,arrestata
SR4a_32,32,127,"Il taxi aveva portato il passeggero all'aeroporto. Il passeggero saltò fuori senza pagare. Tuttavia, il tassista era furioso con lui.",IMPLAUS_CONN,furioso
SR4a_33,33,132,"C'era un incontro di boxe nell'arena. Il pugno di un pugile mancò il viso del suo avversario. Tuttavia, dopo l'avversario cadde a terra. ",PLAUS_CONN,cadde
SR4a_34,34,133,Luigi era stato a casa da solo per un'intera settimana. Non aveva ricevuto nessuna telefonata. Si sentiva davvero solo quella settimana.,PLAUS_NOCONN,solo
SR4a_35,35,138,Linda pensava di sapere dove fosse la sua carta di credito. Pensava fosse da qualche parte in camera da letto. Aveva deciso di cancellarla immediatamente.,IMPLAUS_NOCONN,cancellarla
SR4a_36,36,143,"Susanna era in partenza per una vacanza alle Bahamas più tardi quella settimana. Un grande uragano colpì le isole. Tuttavia, il viaggio fu annullato poco dopo.",IMPLAUS_CONN,annullato
SR4a_37,37,148,"Dopo la tempesta, l'elettricità in città era stata riattivata. Le luci del ristorante si erano riaccese. Tuttavia, i camerieri portavano le candele ai tavoli.",PLAUS_CONN,candele
SR4a_38,38,149,Alessandro voleva disperatamente andare ad Harvard. Aveva ricevuto una lettera di accettazione per posta. Iniziò subito a festeggiare con i suoi amici.,PLAUS_NOCONN,festeggiare
SR4a_39,39,154,La donna dovette salire venti rampe di scale. Era in perfetta forma e faceva spesso esercizio. Si sentì subito stanca dopo lo sforzo. ,IMPLAUS_NOCONN,stanca
SR4a_40,40,159,"Sara ha avuto un esame di storia oggi. Era completamente impreparata alle domande. Tuttavia, si sentiva nel panico durante l'esame.",IMPLAUS_CONN,panico
SR4a_41,41,164,"Tamara guidava da vent'anni. Non aveva mai avuto incidenti. Tuttavia, era molto nervosa per strada.",PLAUS_CONN,nervosa
SR4a_42,42,165,Il sindacato era impegnato in trattative contrattuali. Le trattative fallirono e i dipendenti erano furiosi. Il giorno dopo decisero di picchettare per i loro diritti.,PLAUS_NOCONN,picchettare
SR4a_43,43,170,Il ragazzo aveva preso lo skilift fino in cima. Era troppo spaventato per scendere. Era molto fiero di sé stesso.,IMPLAUS_NOCONN,orgoglioso
SR4a_44,44,175,"Maurizio ha lavorato in un ospedale. Si è rifiutato di indossare guanti di lattice. Tuttavia, è stato contagiato da un paziente.",IMPLAUS_CONN,contagiato
SR4a_45,45,180,"Stefano ha fatto domanda per una scuola di legge. Aveva buoni voti e ottime raccomandazioni. Tuttavia, la scuola ha rifiutato la sua domanda.",PLAUS_CONN,rifiutato
SR4a_46,46,181,Caterina stava preparando una limonata quel pomeriggio. Aveva aggiunto meno zucchero rispetto alla ricetta richiesta. La limonata aveva un sapore troppo aspro per tutti.,PLAUS_NOCONN,aspro
SR4a_47,47,186,Gli amici di Tamara l'hanno portata al cinema. Era una commedia romantica. Tamara rimase molto spaventata dal film.,IMPLAUS_NOCONN,spaventata
SR4a_48,48,191,"Donata era un'inquilina irresponsabile. Non era riuscita a pagare l'affitto. Tuttavia, il padrone di casa l'aveva sfrattata dall'edificio.",IMPLAUS_CONN,sfrattata
SR4a_49,49,196,"Il comico era brillante quella notte. Fece una performance eccezionale. Tuttavia, il pubblico lo fischiava senza sosta.",PLAUS_CONN,fischiava
SR4a_50,50,197,Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Le guardie gli trovarono un'arma addosso. Il passeggero fu subito arrestato come terrorista.,PLAUS_NOCONN,arrestato
SR4a_51,51,202,Giulia era tornata dalla montagna con il raffreddore. Non volle prendere lo sciroppo per la tosse. Si sentì subito meglio poco dopo.,IMPLAUS_NOCONN,meglio
SR4a_52,52,207,"Il dipendente aveva lavorato per l'azienda per molti anni. È stato sorpreso a fare uso di droghe. Tuttavia, è stato licenziato dalla società.",IMPLAUS_CONN,licenziato
SR4a_53,53,212,"Edoardo era un giovane cantante pop. La sua nuova canzone non aveva molti download. Tuttavia, era stata un successo alla radio.",PLAUS_CONN,successo
SR4a_54,54,213,L'uomo era sulla cinquantina. La sua pelle era rugosa e grigia. Si vide molto vecchio guardandosi allo specchio.,PLAUS_NOCONN,vecchio
SR4a_55,55,218,Marta voleva tingersi i capelli. Il parrucchiere fece un ottimo lavoro. Marta era davvero scontenta del risultato.,IMPLAUS_NOCONN,scontenta
SR4a_56,56,223,"Alice stava tornando a casa dal lavoro di notte. Uno sconosciuto la stava seguendo. Tuttavia, i era sentita nervosa per tutto il tragitto.",IMPLAUS_CONN,nervosa
SR4a_57,57,228,Andrea era diventato pigro. Aveva smesso di andare in palestra. Diventò davvero muscoloso quell'inverno.,PLAUS_CONN,muscoloso
SR4a_58,58,229,Alla squadra di casa mancava solo un punto in più per vincere. Il giocatore realizzò il tiro libero all'ultimo secondo. La squadra di casa vinse quella partita.,PLAUS_NOCONN,vinse
SR4a_59,59,234,Il condannato a morte ha impugnato il verdetto. Non erano emerse altre prove nel caso. È stato liberato dopo il procedimento.,IMPLAUS_NOCONN,liberato
SR4a_60,60,239,"Tommaso ha dormito profondamente la notte scorsa. Ha bevuto del caffè stamattina. Tuttavia, si sentiva sveglio e pieno di energie al lavoro.",IMPLAUS_CONN,sveglio
SR4a_61,61,244,"Maria aveva messo in valigia un cappotto invernale per il viaggio a Chicago. Le temperature erano meno rigide del previsto. Tuttavia, ha avuto freddo tutto il tempo.",PLAUS_CONN,freddo
SR4a_62,62,245,Molte persone nell'ufficio di Giovanna avevano avuto l'influenza. Era un po' raffreddata dopo il lavoro martedì. Il giorno dopo si sentiva malissimo ed è rimasta a casa.,PLAUS_NOCONN,malissimo
SR4a_63,63,250,Corinna si sentiva assonnata se non beveva caffè la mattina. Non ne aveva bevuto quel giorno. Era molto agitata durante l'incontro.,IMPLAUS_NOCONN,agitata
SR4a_64,64,255,"Marco aveva perso il suo autobus. Era stato costretto ad andare al lavoro a piedi. Tuttavia, giunse in ritardo per l'incontro.",IMPLAUS_CONN,ritardo
SR4a_65,65,260,"Giovanni stava facendo domanda per un lavoro. Aveva diverse qualifiche importanti. Tuttavia, era ormai disoccupato da più di un anno.",PLAUS_CONN,disoccupato
SR4a_66,66,261,A Pietro piaceva il cibo spazzatura. Non amava mangiare sano. Mangiava spesso patatine a pranzo e cena.,PLAUS_NOCONN,patatine
SR4a_67,67,266,Alice era stata attenta al suo maglione di lana. Lo aveva lavato a secco. Il maglione si era ristretto dopo la lavata. ,IMPLAUS_NOCONN,ristretto
SR4a_68,68,271,"Amanda è andata dal parrucchiere. I parrucchieri hanno fatto un ottimo lavoro. Tuttavia, era bellissima lasciando il negozio.",IMPLAUS_CONN,bellissima
SR4a_69,69,276,"Maria stava organizzando un cocktail party. Era stata troppo occupata per pulire la casa prima della festa. Tuttavia, la casa era magnifica durante la festa.",PLAUS_CONN,magnifica
SR4a_70,70,277,Giovanni ha inviato un articolo di ricerca a un giornale. I revisori hanno mandato recensioni molto positive. L'articolo è stato accettato per la pubblicazione.,PLAUS_NOCONN,accettato
SR4a_71,71,282,Giovanni ha avuto delle vacanze davvero eccitanti. Ha visitato un sacco di posti fantastici coi suoi amici. Da inizio ferie si era annoiato ogni giorno.,IMPLAUS_NOCONN,annoiato
SR4a_72,72,287,"Giovanni si era fermato a prendere un caffè al bar. L'ha ordinato con zucchero e panna extra. Tuttavia, aveva un sapore molto dolce per lui.",IMPLAUS_CONN,dolce
SR4a_73,73,292,"L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era calma e poco profonda. Tuttavia, l'uomo è annegato prima di riuscire ad attraversare.",PLAUS_CONN,annegato
SR4a_74,74,293,Susanna è andata a correre. Ha sudato parecchio. Ha fatto una doccia appena tornata a casa.,PLAUS_NOCONN,doccia
SR4a_75,75,298,Davide portava sempre rispetto ai suoi insegnanti. Si è sempre comportato benissimo in classe. È stato sospeso per volere del preside.,IMPLAUS_NOCONN,sospeso
SR4a_76,76,303,"L'imputato si dichiarava innocente. La giuria ha deciso a suo favore. Tuttavia, l'imputato fu liberato il giorno successivo.",IMPLAUS_CONN,liberato
SR4a_77,77,308,"Il mago stava eseguendo trucchi. Aveva sbagliato il numero del coniglio. Tuttavia, tutti rimasero incantati dalla performance.",PLAUS_CONN,incantati
SR4a_78,78,309,A Gianni è stato vietato di guardare film violenti. Ha guardato un film di sparatorie. I suoi genitori gli hanno proibito la televisione.,PLAUS_NOCONN,proibito
SR4a_79,79,314,Giliana si abbronzava spesso. Aveva messo la crema solare in spiaggia. Si è presa una scottatura lunedì scorso.,IMPLAUS_NOCONN,scottatura
SR4a_80,80,319,"Il soldato era stato colpito al petto. Non c'era nessun medico nelle vicinanze. Tuttavia, il soldato era morto pochi minuti dopo.",IMPLAUS_CONN,morto
SR4b_01,81,324,"Angela ha chiamato suo padre sul cellulare. Il segnale era ottimo. Tuttavia, la voce di suo padre era confusa e indistinta.",PLAUS_CONN,confusa
SR4b_02,82,325,La zona era controllata dalla mafia. Il proprietario del negozio si è rifiutato di pagarli. Il suo negozio è stato attaccato quella notte.,PLAUS_NOCONN,attaccato
SR4b_03,83,330,Fu scoperto che l'atleta non aveva mai assunto steroidi. I test mostrarono che era pulito. Il Comitato Olimpico lo ha bandito per 10 anni.,IMPLAUS_NOCONN,bandito
SR4b_04,84,335,"L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer ha mostrato che si sbagliava. Tuttavia, era molto abbattuto per questo.",IMPLAUS_CONN,abbattuto
SR4b_05,85,340,"Cominciarono a circolare voci sulla corruzione del governatore. Il procuratore federale dichiarò che risultava innocente dalle indagini. Tuttavia, il governatore si dimise dall'incarico.",PLAUS_CONN,dimise
SR4b_06,86,341,Laura ha messo la torta in forno. L'ha cotta per oltre mezz'ora. La torta si è bruciata in forno.,PLAUS_NOCONN,bruciata
SR4b_07,87,346,A Claudia piace suonare la batteria nel suo appartamento. I vicini adorano sentirla suonare. Si sono lamentati con il padrone di casa.,IMPLAUS_NOCONN,lamentati
SR4b_08,88,351,"Il ponte aveva più di cento anni. La fondazione era stata recentemente danneggiata. Tuttavia, gli ispettori statali lo hanno ritenuto poco sicuro per l'uso.",IMPLAUS_CONN,sicuro
SR4b_09,89,356,"L'esaminatore di guida è stato molto severo. Aveva notato che Bernardo aveva commesso diversi errori. Tuttavia, Bernardo ha superato il test quel giorno.",PLAUS_CONN,superato
SR4b_10,90,357,Gianna è una grande fan della musica classica. Ha comprato il biglietto più costoso per il concerto di venerdì. Ha un posto in platea vicino al palco.,PLAUS_NOCONN,platea
SR4b_11,91,362,L'auto della polizia era seduta lungo la strada. Il rilevatore ha detto che l'auto stava andando entro i limiti. Il poliziotto ha fermato l'autista.,IMPLAUS_NOCONN,fermato
SR4b_12,92,367,"Michela stava invecchiando. La sua crema antietà era inutile. Tuttavia, la sua faccia era rugosa e secca.",IMPLAUS_CONN,rugosa
SR4b_13,93,372,"Il bambino è stato messo a dormire nella sua culla. Aveva dormito tranquillamente tutta la notte. Tuttavia, la mattina dopo, i suoi genitori erano esausti e irritabili.",PLAUS_CONN,esausti
SR4b_14,94,373,L'uragano aveva colpito l'isola. Gli argini si sono rotti con l'innalzamento del livello del mare. Le strade sono state allagate per giorni. ,PLAUS_NOCONN,allagate
SR4b_15,95,378,Le previsioni del tempo hanno mostrato brutto tempo per il fine settimana di vacanza. Molte persone hanno deciso di restare a casa. Le autostrade erano bloccate per chilometri.,IMPLAUS_NOCONN,bloccate
SR4b_16,96,383,"I residenti della città costiera hanno ascoltato le notizie dell'uragano. La tempesta sarebbe giunta proprio sopra la loro città. Tuttavia, gli è stato consigliato di evacuare immediatamente.",IMPLAUS_CONN,evacuare
SR4b_17,97,388,"Clara stava andando piano nella tempesta di ghiaccio. Era concentrata sul mantenere il controllo del mezzo. Tuttavia, l'auto si è schiantata contro un albero.",PLAUS_CONN,schiantata
SR4b_18,98,389,L'uomo è rimasto fuori tutta la notte. Ha preso un terribile raffreddore. La mattina dopo aveva tosse e naso che cola.,PLAUS_NOCONN,tosse
SR4b_19,99,394,L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. I passeggeri iniziarono a brontolare rumorosamente.,IMPLAUS_NOCONN,brontolare
SR4b_20,100,399,"L'anziana donna stava scendendo i gradini innevati. Cadde e si ruppe l'anca. Tuttavia, dopo rimase in ospedale per un po' di tempo.",IMPLAUS_CONN,ospedale
SR4b_21,101,404,"Il sensitivo afferma di vedere il futuro. I giornali locali scrivono che si tratta di una truffa. Tuttavia, i clienti sono rimasti soddisfatti delle sue predizioni.",PLAUS_CONN,soddisfatti
SR4b_22,102,405,Daniele è andato in un pub con i suoi amici. Aveva voglia di un drink. Ha ordinato un whisky e una bibita.,PLAUS_NOCONN,whisky
SR4b_23,103,410,L'autista non aveva bevuto quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Il livello di alcol nel sangue del conducente era superiore al limite legale.,IMPLAUS_NOCONN,superiore
SR4b_24,104,415,"L'adolescente era andata a farsi tagliare i capelli. Voleva qualcosa di aggressivo e alternativo. Tuttavia, si fece fare una cresta mohawk al salone.",IMPLAUS_CONN,cresta
SR4b_25,105,420,"I ragazzi stavano litigando. Alla fine sono riusciti a fare pace. Tuttavia, erano pieni di lividi il ??giorno successivo.",PLAUS_CONN,lividi
SR4b_26,106,421,Francesco aveva saltato colazione e pranzo. Arrivò a casa da scuola affamato. Decise di mangiare un panino in cucina.,PLAUS_NOCONN,panino
SR4b_27,107,426,Tutti i turisti evitavano l'organizzatore dei tour. Aveva sempre pochi clienti. I suoi profitti erano enormi ogni estate.,IMPLAUS_NOCONN,enormi
SR4b_28,108,431,"Lo chef stava tagliando delle verdure. Stava facendo poca attenzione al coltello. Tuttavia, si è poi tagliato il dito.",IMPLAUS_CONN,tagliato
SR4b_29,109,436,"Il turista voleva tornare al suo albergo. Conosceva ormai la via a memoria. Tuttavia, si era perso per la strada.",PLAUS_CONN,perso
SR4b_30,110,437,Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea terribile. Il Presidente respinse la misura.,PLAUS_NOCONN,respinse
SR4b_31,111,442,Giovanni ha fatto i provini per la compagnia di teatro comico. Le sue battute erano fiacche e poco divertenti. Il regista gli ha chiesto di unirsi al gruppo.,IMPLAUS_NOCONN,unirsi
SR4b_32,112,447,"Giovanni non ha bevuto alla festa. Era l'unico sobrio tra i suoi amici. Tuttavia, ha finito per accompagnare tutti a casa.",IMPLAUS_CONN,accompagnare
SR4b_33,113,452,"I perfidi mercenari avevano rovesciato il re. Il vecchio re era molto popolare tra i suoi sudditi. Tuttavia, la gente esultava per le strade.",PLAUS_CONN,esultava
SR4b_34,114,453,L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di una situazione grave. Tutti erano spaventati dalla notizia.,PLAUS_NOCONN,spaventati
SR4b_35,115,458,Riccardo era in vacanza per la festa nazionale. Aveva mangiato tutto il giorno. Era davvero affamato quando venne sera.,IMPLAUS_NOCONN,affamato
SR4b_36,116,463,"La donna non aveva mai ballato prima del suo matrimonio. Ha preso mesi di lezioni. Tuttavia, ha ballato come una professionista al ricevimento.",IMPLAUS_CONN,professionista
SR4b_37,117,468,"Miriam ha ordinato dei bicchieri da vino nuovi. Era contenta dell'acquisto del nuovo set. Tuttavia, li ha voluti restituire immediatamente.",PLAUS_CONN,restituire
SR4b_38,118,469,Il bambino piangeva. Sua madre venne e lo cullò dolcemente. Il bambino si è calmato molto presto.,PLAUS_NOCONN,calmato
SR4b_39,119,474,"Carolina ascoltava la radio. Dopo la tempesta della notte scorsa, era rimasta poca neve. Le scuole erano chiuse quel giorno.",IMPLAUS_NOCONN,chiuso
SR4b_40,120,479,"Giovanna era pessimista riguardo al suo caso. Il suo avvocato aveva pochissime prove che l'aiutassero. Tuttavia, è stata condannata dalla giuria.",IMPLAUS_CONN,condannata
SR4b_41,121,484,"Mario ha citato in giudizio il medico per negligenza. Alla fine ha perso in tribunale. Tuttavia, è diventato ricco grazie al caso.",PLAUS_CONN,ricco
SR4b_42,122,485,C'era stata un'irruzione in casa. Il ladro aveva lasciato molte impronte. La polizia lo ha identificato facilmente.,PLAUS_NOCONN,identificato
SR4b_43,123,490,L'adolescente stava facendo una presentazione. Era una persona molto sicura di sé. Durante la sessione delle domande era arrossito visibilmente.,IMPLAUS_NOCONN,arrossito
SR4b_44,124,495,"Alice si sta allenando per la stagione calcistica. Lunedì si è davvero sovraccaricata con gli esercizi. Tuttavia, il giorno dopo era dolorante dappertutto.",IMPLAUS_CONN,dolorante
SR4b_45,125,500,"Pioveva da una settimana. La pioggia aveva reso il terreno molto fangoso. Tuttavia, i bambini hanno passato la ricreazione in cortile quel giorno.",PLAUS_CONN,cortile
SR4b_46,126,501,Giovanna aveva deciso di restituire le scarpe che aveva appena comprato. Erano ancora nuove di zecca e lei aveva lo scontrino. Il negozio le ha rimborsato i soldi.,PLAUS_NOCONN,rimborsato
SR4b_47,127,506,L'edificio del condominio si trovava in un quartiere molto malfamato. La polizia di rado pattugliava la zona. I residenti si sentivano sicuri vivendo lì.,IMPLAUS_NOCONN,sicuri
SR4b_48,128,511,"L'amministratore delegato aveva programmato un incontro con i direttori di filiale della California. Ha perso l'ultimo volo della giornata. Tuttavia, la riunione è stata annullata e riprogrammata.",IMPLAUS_CONN,annullata
SR4b_49,129,516,"Per ottenere un lavoro come avvocato, Cristiano doveva superare l'esame di avvocato. Aveva appena superato l'esame ad aprile. Tuttavia, Cristiano era preoccupato per la sua carriera.",PLAUS_CONN,preoccupato
SR4b_50,130,517,Gilda vive nel cuore della città. La finestra della sua camera da letto si affaccia sulla strada. Di notte può sentire il traffico che passa.,PLAUS_NOCONN,traffico
SR4b_51,131,522,Il Senato stava discutendo il nuovo disegno di legge del Presidente. La maggior parte dei membri del Congresso lo approvavano. Il disegno di legge è fallito venerdì.,IMPLAUS_NOCONN,fallito
SR4b_52,132,527,"Le collane sono state realizzate da artisti provenienti da molti paesi diversi. Tutti hanno impresso il loro stile inconfondibile. Tuttavia, ogni pezzo è unico e prezioso.",IMPLAUS_CONN,unico
SR4b_53,133,532,"Il dirigente restava alla scrivania a lavorare. Il suo medico lo aveva esortato a fare più esercizio. Tuttavia, decise di dormire di più ogni giorno.",PLAUS_CONN,dormire
SR4b_54,134,533,Giovanni ha un talento naturale per la matematica. Nella lezione di oggi il professore ha spiegato un nuovo concetto. Giovanni lo ha trovato semplice da capire.,PLAUS_NOCONN,semplice
SR4b_55,135,538,La senatrice si recò in viaggio con la sua guardia del corpo. Era in una zona sicura. È stata poi rapita da due criminali.,IMPLAUS_NOCONN,rapita
SR4b_56,136,543,"C'è stato un pericoloso incendio nella cucina del ristorante. Il camion dei pompieri si è presentato troppo tardi. Tuttavia, la maggior parte degli avventori si sono ustionati mentre cercavano di scappare.",IMPLAUS_CONN,ustionati
SR4b_57,137,548,"Giovanna era andata al cinema per vedere il nuovo film. Ha comprato l'ultimo biglietto disponibile. Tuttavia, si è sentita molto sfortunata ed è andata a casa.",PLAUS_CONN,sfortunata
SR4b_58,138,549,Melinda e suo marito sono andati a cena al ristorante di pesce. Adorano i molluschi. Melinda ha ordinato ostriche per cena.,PLAUS_NOCONN,ostriche
SR4b_59,139,554,Matteo doveva consegnare l'articolo mercoledì. Aveva iniziato a scriverlo presto. Ha consegnato l'articolo in ritardo all'insegnante.,IMPLAUS_NOCONN,ritardo
SR4b_60,140,559,"Kevin è un modello professionista. È a dieta tutti i giorni. Tuttavia, è davvero magro come una stecco.",IMPLAUS_CONN,magro
SR4b_61,141,564,"Licia adora il suo attuale lavoro. Ha ricevuto un'offerta più bassa da un'altra società. Tuttavia, ha deciso di accettare la loro offerta.",PLAUS_CONN,accettare
SR4b_62,142,565,Daniele ha indossato un vestito nuovo per il colloquio. Lo ha abbinato con una bella cravatta. Sembrava molto professionale durante il colloquio.,PLAUS_NOCONN,professionale
SR4b_63,143,570,Giacomo e altri cinque amici stavano viaggiando insieme. Affittarono una piccola auto per il viaggio. Erano tutti molto comodi durante il viaggio.,IMPLAUS_NOCONN,comodi
SR4b_64,144,575,"Anna ha appena avuto un grosso aumento di stipendio. Ora può permettersi quasi tutto ciò che vuole. Tuttavia, ha comprato un regalo molto costoso per la sua amica.",IMPLAUS_CONN,costoso
SR4b_65,145,580,"Jessica aveva chiesto una bicicletta per Natale. I suoi genitori invece le hanno regalato una bambola. Tuttavia, Jessica era molto felice per il regalo.",PLAUS_CONN,felice
SR4b_66,146,581,Donato ha fatto rimuovere un neo da un chirurgo. È stata una procedura facile. L'operazione è stata un successo quel giorno.,PLAUS_NOCONN,successo
SR4b_67,147,586,Il sindaco era incredibilmente popolare in città. Ha ricevuto molte lettere di ringraziamento. Era circondato dalle critiche tutto il tempo.,IMPLAUS_NOCONN,critiche
SR4b_68,148,591,"Diana si è divertita tanto la prima volta che è andata a sciare. Si è innamorata di questo sport. Tuttavia, in questi giorni va sulle piste il più spesso possibile.",IMPLAUS_CONN,piste
SR4b_69,149,596,"Giovanna pulisce la sua casa ogni giorno. Ha anche addetti alle pulizie che vengono regolarmente. Tuttavia, la sua cucina era in disordine tutto il tempo.",PLAUS_CONN,disordine
SR4b_70,150,597,Il proprietario della casa si era appena trasferito. Ha visto delle persone sospette fuori dal suo garage. Ha chiamato i carabinieri perché venissero a controllare.,PLAUS_NOCONN,carabinieri
SR4b_71,151,602,Il tetto aveva avuto una falla in cucina. La pioggia si è fatta intensa durante la settimana. Il gocciolamento è cessato molto presto.,IMPLAUS_NOCONN,cessato
SR4b_72,152,607,"L'amico di Johnny lo ha invitato a una festa del Superbowl. Johnny ha indossato un casco da football al raduno. Tuttavia, tutti pensavano che il suo look fosse appropriato per l'occasione.",IMPLAUS_CONN,appropriato
